item,geo,inception
http://www.wikidata.org/entity/Q17379255,Point(5.85308 51.19232),
http://www.wikidata.org/entity/Q17379422,Point(5.13864 52.22494),
http://www.wikidata.org/entity/Q17379450,Point(5.12308 52.25089),
http://www.wikidata.org/entity/Q17388681,Point(4.36009 52.10335),
http://www.wikidata.org/entity/Q17388960,Point(6.78701 53.35431),
http://www.wikidata.org/entity/Q17388968,Point(5.86767 50.8685),
http://www.wikidata.org/entity/Q17388989,Point(5.84262 50.8294),
http://www.wikidata.org/entity/Q17388992,Point(5.84355 50.82892),
http://www.wikidata.org/entity/Q17389006,Point(5.839 50.87958),
http://www.wikidata.org/entity/Q17389012,Point(5.85563 50.87469),
http://www.wikidata.org/entity/Q17389834,Point(6.49114 53.22981),
http://www.wikidata.org/entity/Q17389889,Point(6.26766 53.23563),
http://www.wikidata.org/entity/Q17389911,Point(6.213 53.1741),
http://www.wikidata.org/entity/Q17389955,Point(5.21868 52.69796),
http://www.wikidata.org/entity/Q17389993,Point(6.31844 53.29046),
http://www.wikidata.org/entity/Q17390179,Point(5.88477 50.83473),
http://www.wikidata.org/entity/Q17390184,Point(5.88407 50.83478),
http://www.wikidata.org/entity/Q17390190,Point(5.88406 50.83468),
http://www.wikidata.org/entity/Q17390201,Point(5.8838 50.83466),
http://www.wikidata.org/entity/Q17390214,Point(5.88395 50.83514),
http://www.wikidata.org/entity/Q17390265,Point(5.89129 50.81829),
http://www.wikidata.org/entity/Q17390283,Point(5.89137 50.81798),
http://www.wikidata.org/entity/Q17390322,Point(5.87106 50.80502),
http://www.wikidata.org/entity/Q17390323,Point(5.85908 50.81836),
http://www.wikidata.org/entity/Q17390327,Point(5.85965 50.81845),
http://www.wikidata.org/entity/Q17390342,Point(5.86157 50.81855),
http://www.wikidata.org/entity/Q17390350,Point(5.86017 50.8183),
http://www.wikidata.org/entity/Q17390353,Point(5.86481 50.8194),
http://www.wikidata.org/entity/Q17390354,Point(5.85544 50.81896),
http://www.wikidata.org/entity/Q17390379,Point(5.87985 50.79438),
http://www.wikidata.org/entity/Q17390404,Point(5.87147 50.79949),
http://www.wikidata.org/entity/Q17390434,Point(5.86889 50.79877),
http://www.wikidata.org/entity/Q17390455,Point(5.83732 50.79979),
http://www.wikidata.org/entity/Q17390458,Point(5.83584 50.79704),
http://www.wikidata.org/entity/Q17390483,Point(5.83232 50.78733),
http://www.wikidata.org/entity/Q17390527,Point(6.86388 52.1298),
http://www.wikidata.org/entity/Q17390529,Point(6.69422 52.13596),
http://www.wikidata.org/entity/Q17390547,Point(6.79777 52.15758),
http://www.wikidata.org/entity/Q17390558,Point(6.67734 52.19394),
http://www.wikidata.org/entity/Q17390564,Point(6.69086 52.14414),
http://www.wikidata.org/entity/Q17390611,Point(6.75331 52.14874),
http://www.wikidata.org/entity/Q17390669,Point(6.74055 52.14787),
http://www.wikidata.org/entity/Q17393148,Point(4.8447 52.01619),
http://www.wikidata.org/entity/Q17393149,Point(4.8127 52.01238),
http://www.wikidata.org/entity/Q17393156,Point(4.79885 52.01055),
http://www.wikidata.org/entity/Q17393157,Point(4.79745 52.01009),
http://www.wikidata.org/entity/Q17393158,Point(4.76878 51.99655),
http://www.wikidata.org/entity/Q17393160,Point(4.76281 52.0006),
http://www.wikidata.org/entity/Q17393177,Point(5.91942 51.2252),
